轻工纺织类,印刷类,580304,印刷媒体技术,
轻工纺织类,印刷类,580305,数字印刷技术,
轻工纺织类,纺织服装类,580401,现代纺织技术,
轻工纺织类,纺织服装类,580402,丝绸技术,
轻工纺织类,纺织服装类,580403,染整技术,
轻工纺织类,纺织服装类,580404,纺织机电技术,
轻工纺织类,纺织服装类,580405,纺织品检验与贸易,
轻工纺织类,纺织服装类,580406,纺织品设计,
轻工纺织类,纺织服装类,580407,家用纺织品设计,
轻工纺织类,纺织服装类,580408,纺织材料与应用,
轻工纺织类,纺织服装类,580409,针织技术与针织服装,
轻工纺织类,纺织服装类,580410,服装设计与工艺,
轻工纺织类,纺织服装类,580411,皮革服装制作与工艺,
轻工纺织类,纺织服装类,580412,服装陈列与展示设计,
食品药品与粮食类,食品工业类,590101,食品加工技术,
食品药品与粮食类,食品工业类,590102,酿酒技术,
食品药品与粮食类,食品工业类,590103,食品质量与安全,
食品药品与粮食类,食品工业类,590104,食品贮运与营销,
食品药品与粮食类,食品工业类,590105,食品检测技术,
食品药品与粮食类,食品工业类,590106,食品营养与卫生,
食品药品与粮食类,食品工业类,590107,食品营养与检测,
食品药品与粮食类,药品制造类,590201,中药生产与加工,
食品药品与粮食类,药品制造类,590202,药品生产技术,
食品药品与粮食类,药品制造类,590203,兽药制药技术,
食品药品与粮食类,药品制造类,590204,药品质量与安全,
食品药品与粮食类,药品制造类,590205,制药设备应用技术,
食品药品与粮食类,食品药品管理类,590301,药品经营与管理,
食品药品与粮食类,食品药品管理类,590302,药品服务与管理,
食品药品与粮食类,食品药品管理类,590303,保健品开发与管理,
食品药品与粮食类,食品药品管理类,590304,化妆品经营与管理,
食品药品与粮食类,食品药品管理类,590305,食品药品监督管理,2016年增补,
食品药品与粮食类,粮食工业类,590401,粮食工程技术,
食品药品与粮食类,粮食储检类,590501,粮油储藏与检测技术,
交通运输类,铁道运输类,600101,铁道机车,
交通运输类,铁道运输类,600102,铁道车辆,
交通运输类,铁道运输类,600103,铁道供电技术,
交通运输类,铁道运输类,600104,铁道工程技术,
交通运输类,铁道运输类,600105,铁道机械化维修技术,
交通运输类,铁道运输类,600106,铁道信号自动控制,
交通运输类,铁道运输类,600107,铁道通信与信息化技术,
交通运输类,铁道运输类,600108,铁道交通运营管理,
交通运输类,铁道运输类,600109,铁路物流管理,
交通运输类,铁道运输类,600110,铁路桥梁与隧道工程技术,
交通运输类,铁道运输类,600111,高速铁道工程技术,
交通运输类,铁道运输类,600112,高速铁路客运乘务,
交通运输类,铁道运输类,600113,动车组检修技术,
交通运输类,道路运输类,600201,智能交通技术运用,
交通运输类,道路运输类,600202,道路桥梁工程技术,
交通运输类,道路运输类,600203,道路运输与路政管理,
交通运输类,道路运输类,600204,道路养护与管理,
交通运输类,道路运输类,600205,公路机械化施工技术,
交通运输类,道路运输类,600206,工程机械运用技术,
交通运输类,道路运输类,600207,交通运营管理,
交通运输类,道路运输类,600208,交通枢纽运营管理,
交通运输类,道路运输类,600209,汽车运用与维修技术,
交通运输类,道路运输类,600210,汽车车身维修技术,
交通运输类,道路运输类,600211,汽车运用安全管理,
交通运输类,道路运输类,600212,新能源汽车运用与维修,
交通运输类,水上运输类,600301,航海技术,
交通运输类,水上运输类,600302,国际邮轮乘务管理,
交通运输类,水上运输类,600303,船舶电子电气技术,
交通运输类,水上运输类,600304,船舶检验,
交通运输类,水上运输类,600305,港口机械与自动控制,
交通运输类,水上运输类,600306,港口电气技术,
